ANO_SAEB;CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;TX_ALFABETIZADO;MEDIA_2_LP;MEDIA_2_MT
2021;53;Distrito Federal;Total - Federal, Estadual, Municipal e Privada;Total;Total;51,91;738,09;742,91
2021;53;Distrito Federal;Total - Federal, Estadual, Municipal e Privada;Total;Capital;51,91;738,09;742,91
2021;53;Distrito Federal;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;51,97;737,94;743,96
2021;53;Distrito Federal;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;51,97;737,94;743,96
2021;53;Distrito Federal;Total - Federal, Estadual, Municipal e Privada;Rural;Total;50,75;741,21;720,86
2021;53;Distrito Federal;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;50,75;741,21;720,86
2021;53;Distrito Federal;Federal;Total;Total;0;;
2021;53;Distrito Federal;Federal;Total;Capital;0;;
2021;53;Distrito Federal;Federal;Urbana;Total;0;;
2021;53;Distrito Federal;Federal;Urbana;Capital;0;;
2021;53;Distrito Federal;Estadual;Total;Total;39,85;723,17;728,03
2021;53;Distrito Federal;Estadual;Total;Capital;39,85;723,17;728,03
2021;53;Distrito Federal;Estadual;Urbana;Total;39,13;721,98;728,5
2021;53;Distrito Federal;Estadual;Urbana;Capital;39,13;721,98;728,5
2021;53;Distrito Federal;Estadual;Rural;Total;50,75;741,21;720,86
2021;53;Distrito Federal;Estadual;Rural;Capital;50,75;741,21;720,86
2021;53;Distrito Federal;Privada;Total;Total;85,62;779,8;784,5
2021;53;Distrito Federal;Privada;Total;Capital;85,62;779,8;784,5
2021;53;Distrito Federal;Privada;Urbana;Total;85,62;779,8;784,5
2021;53;Distrito Federal;Privada;Urbana;Capital;85,62;779,8;784,5
2021;53;Distrito Federal;Privada;Rural;Total;0;;
2021;53;Distrito Federal;Privada;Rural;Capital;0;;
2021;53;Distrito Federal;Total - Estadual e Municipal;Total;Total;39,85;723,17;728,03
2021;53;Distrito Federal;Total - Estadual e Municipal;Total;Capital;39,85;723,17;728,03
2021;53;Distrito Federal;Total - Estadual e Municipal;Urbana;Total;39,13;721,98;728,5
2021;53;Distrito Federal;Total - Estadual e Municipal;Urbana;Capital;39,13;721,98;728,5
2021;53;Distrito Federal;Total - Estadual e Municipal;Rural;Total;50,75;741,21;720,86
2021;53;Distrito Federal;Total - Estadual e Municipal;Rural;Capital;50,75;741,21;720,86
2021;53;Distrito Federal;Total - Federal, Estadual e Municipal;Total;Total;39,85;723,17;728,03
2021;53;Distrito Federal;Total - Federal, Estadual e Municipal;Total;Capital;39,85;723,17;728,03
2021;53;Distrito Federal;Total - Federal, Estadual e Municipal;Urbana;Total;39,13;721,98;728,5
2021;53;Distrito Federal;Total - Federal, Estadual e Municipal;Urbana;Capital;39,13;721,98;728,5
2021;53;Distrito Federal;Total - Federal, Estadual e Municipal;Rural;Total;50,75;741,21;720,86
2021;53;Distrito Federal;Total - Federal, Estadual e Municipal;Rural;Capital;50,75;741,21;720,86
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Total;Total;49,97;733,04;753,14
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Total;Capital;46,9;733,07;744,87
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Total;Interior;50,26;733,04;753,91
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;50,02;732,75;753,87
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;46,9;733,07;744,87
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;50,33;732,71;754,77
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Rural;Total;49,25;737,64;741,79
2021;32;Espírito Santo;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;49,25;737,64;741,79
2021;32;Espírito Santo;Federal;Total;Total;0;;
2021;32;Espírito Santo;Federal;Total;Interior;0;;
2021;32;Espírito Santo;Federal;Urbana;Total;0;;
2021;32;Espírito Santo;Federal;Urbana;Interior;0;;
2021;32;Espírito Santo;Federal;Rural;Total;0;;
2021;32;Espírito Santo;Federal;Rural;Interior;0;;
2021;32;Espírito Santo;Estadual;Total;Total;50,31;736,51;737,59
2021;32;Espírito Santo;Estadual;Total;Capital;0;;
2021;32;Espírito Santo;Estadual;Total;Interior;50,31;736,51;737,59
2021;32;Espírito Santo;Estadual;Urbana;Total;49,22;736,31;736,85
2021;32;Espírito Santo;Estadual;Urbana;Capital;0;;
2021;32;Espírito Santo;Estadual;Urbana;Interior;49,22;736,31;736,85
2021;32;Espírito Santo;Estadual;Rural;Total;59,9;738,25;744,11
2021;32;Espírito Santo;Estadual;Rural;Interior;59,9;738,25;744,11
2021;32;Espírito Santo;Municipal;Total;Total;45,68;726,89;753,07
2021;32;Espírito Santo;Municipal;Total;Capital;28,41;707,39;722,04
2021;32;Espírito Santo;Municipal;Total;Interior;47,09;728,48;755,59
2021;32;Espírito Santo;Municipal;Urbana;Total;45,54;726,13;753,9
2021;32;Espírito Santo;Municipal;Urbana;Capital;28,41;707,39;722,04
2021;32;Espírito Santo;Municipal;Urbana;Interior;47,04;727,77;756,69
2021;32;Espírito Santo;Municipal;Rural;Total;47,64;737,55;741,44
2021;32;Espírito Santo;Municipal;Rural;Interior;47,64;737,55;741,44
2021;32;Espírito Santo;Privada;Total;Total;74,61;766,64;762,54
2021;32;Espírito Santo;Privada;Total;Capital;89,47;792,2;797,41
2021;32;Espírito Santo;Privada;Total;Interior;71,15;760,69;754,42
2021;32;Espírito Santo;Privada;Urbana;Total;74,61;766,64;762,54
2021;32;Espírito Santo;Privada;Urbana;Capital;89,47;792,2;797,41
2021;32;Espírito Santo;Privada;Urbana;Interior;71,15;760,69;754,42
2021;32;Espírito Santo;Total - Estadual e Municipal;Total;Total;46,1;727,76;751,66
2021;32;Espírito Santo;Total - Estadual e Municipal;Total;Capital;28,41;707,39;722,04
2021;32;Espírito Santo;Total - Estadual e Municipal;Total;Interior;47,4;729,26;753,84
2021;32;Espírito Santo;Total - Estadual e Municipal;Urbana;Total;45,87;727,02;752,41
2021;32;Espírito Santo;Total - Estadual e Municipal;Urbana;Capital;28,41;707,39;722,04
2021;32;Espírito Santo;Total - Estadual e Municipal;Urbana;Interior;47,25;728,58;754,82
2021;32;Espírito Santo;Total - Estadual e Municipal;Rural;Total;49,25;737,64;741,79
2021;32;Espírito Santo;Total - Estadual e Municipal;Rural;Interior;49,25;737,64;741,79
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Total;Total;46,1;727,76;751,66
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Total;Capital;28,41;707,39;722,04
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Total;Interior;47,4;729,26;753,84
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Urbana;Total;45,87;727,02;752,41
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Urbana;Capital;28,41;707,39;722,04
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Urbana;Interior;47,25;728,58;754,82
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Rural;Total;49,25;737,64;741,79
2021;32;Espírito Santo;Total - Federal, Estadual e Municipal;Rural;Interior;49,25;737,64;741,79
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Total;Total;46,99;729,43;740,09
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Total;Capital;60,85;750,23;755,59
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Total;Interior;43,81;724,67;736,54
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;47,26;729,36;739,68
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;60,89;750,3;755,6
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;44,04;724,42;735,93
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Rural;Total;36,71;731,97;755,48
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;22,22;684,27;743,57
2021;52;Goiás;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;36,83;732,36;755,58
2021;52;Goiás;Federal;Total;Total;81,99;768,35;753,24
2021;52;Goiás;Federal;Total;Capital;81,99;768,35;753,24
2021;52;Goiás;Federal;Total;Interior;0;;
2021;52;Goiás;Federal;Urbana;Total;81,99;768,35;753,24
2021;52;Goiás;Federal;Urbana;Capital;81,99;768,35;753,24
2021;52;Goiás;Federal;Urbana;Interior;0;;
2021;52;Goiás;Federal;Rural;Total;0;;
2021;52;Goiás;Federal;Rural;Interior;0;;
2021;52;Goiás;Estadual;Total;Total;40;730,7;751,14
2021;52;Goiás;Estadual;Total;Capital;0;;
2021;52;Goiás;Estadual;Total;Interior;40;730,7;751,14
2021;52;Goiás;Estadual;Urbana;Total;40;731,16;753,69
2021;52;Goiás;Estadual;Urbana;Capital;0;;
2021;52;Goiás;Estadual;Urbana;Interior;40;731,16;753,69
2021;52;Goiás;Estadual;Rural;Total;40;726,91;730,42
2021;52;Goiás;Estadual;Rural;Interior;40;726,91;730,42
2021;52;Goiás;Municipal;Total;Total;38,91;720,25;735,05
2021;52;Goiás;Municipal;Total;Capital;38,88;724,09;742,48
2021;52;Goiás;Municipal;Total;Interior;38,92;719,65;733,88
2021;52;Goiás;Municipal;Urbana;Total;38,99;719,88;734,4
2021;52;Goiás;Municipal;Urbana;Capital;38,91;724,17;742,47
2021;52;Goiás;Municipal;Urbana;Interior;39,01;719,18;733,09
2021;52;Goiás;Municipal;Rural;Total;36,26;732,03;755,66
2021;52;Goiás;Municipal;Rural;Capital;22,22;684,27;743,57
2021;52;Goiás;Municipal;Rural;Interior;36,38;732,43;755,76
2021;52;Goiás;Privada;Total;Total;81,89;768,94;761,62
2021;52;Goiás;Privada;Total;Capital;92,41;787,81;774,52
2021;52;Goiás;Privada;Total;Interior;74,71;756,04;752,8
2021;52;Goiás;Privada;Urbana;Total;82;769,07;761,61
2021;52;Goiás;Privada;Urbana;Capital;92,41;787,81;774,52
2021;52;Goiás;Privada;Urbana;Interior;74,85;756,18;752,73
2021;52;Goiás;Privada;Rural;Total;51,61;732,85;763,7
2021;52;Goiás;Privada;Rural;Interior;51,61;732,85;763,7
2021;52;Goiás;Total - Estadual e Municipal;Total;Total;38,91;720,3;735,12
2021;52;Goiás;Total - Estadual e Municipal;Total;Capital;38,88;724,09;742,48
2021;52;Goiás;Total - Estadual e Municipal;Total;Interior;38,92;719,7;733,97
2021;52;Goiás;Total - Estadual e Municipal;Urbana;Total;39;719,92;734,48
2021;52;Goiás;Total - Estadual e Municipal;Urbana;Capital;38,91;724,17;742,47
2021;52;Goiás;Total - Estadual e Municipal;Urbana;Interior;39,01;719,24;733,18
2021;52;Goiás;Total - Estadual e Municipal;Rural;Total;36,32;731,95;755,26
2021;52;Goiás;Total - Estadual e Municipal;Rural;Capital;22,22;684,27;743,57
2021;52;Goiás;Total - Estadual e Municipal;Rural;Interior;36,44;732,35;755,36
2021;52;Goiás;Total - Federal, Estadual e Municipal;Total;Total;38,94;720,33;735,13
2021;52;Goiás;Total - Federal, Estadual e Municipal;Total;Capital;39,08;724,31;742,53
2021;52;Goiás;Total - Federal, Estadual e Municipal;Total;Interior;38,92;719,7;733,97
2021;52;Goiás;Total - Federal, Estadual e Municipal;Urbana;Total;39,03;719,96;734,49
2021;52;Goiás;Total - Federal, Estadual e Municipal;Urbana;Capital;39,12;724,38;742,53
2021;52;Goiás;Total - Federal, Estadual e Municipal;Urbana;Interior;39,01;719,24;733,18
2021;52;Goiás;Total - Federal, Estadual e Municipal;Rural;Total;36,32;731,95;755,26
2021;52;Goiás;Total - Federal, Estadual e Municipal;Rural;Capital;22,22;684,27;743,57
2021;52;Goiás;Total - Federal, Estadual e Municipal;Rural;Interior;36,44;732,35;755,36
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Total;Total;30,71;708,93;723,39
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Total;Capital;43,32;722,45;730,29
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Total;Interior;28,34;706,39;722,1
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;30,41;707,64;721,91
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;44,96;724,6;726,32
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;27,38;704,1;720,99
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Rural;Total;31,75;713,32;728,43
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;34,66;711,08;751,37
2021;21;Maranhão;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;31,39;713,6;725,58
2021;21;Maranhão;Federal;Total;Total;40;741,13;739,11
2021;21;Maranhão;Federal;Total;Capital;0;;
2021;21;Maranhão;Federal;Total;Interior;40;741,13;739,11
2021;21;Maranhão;Federal;Urbana;Total;0;;
2021;21;Maranhão;Federal;Urbana;Capital;0;;
2021;21;Maranhão;Federal;Urbana;Interior;0;;
2021;21;Maranhão;Federal;Rural;Total;40;741,13;739,11
2021;21;Maranhão;Federal;Rural;Capital;0;;
2021;21;Maranhão;Federal;Rural;Interior;40;741,13;739,11
2021;21;Maranhão;Estadual;Total;Total;12,72;706,71;743,41
2021;21;Maranhão;Estadual;Total;Capital;41,71;727,66;728,28
2021;21;Maranhão;Estadual;Total;Interior;0;697,52;750,05
2021;21;Maranhão;Estadual;Urbana;Total;41,71;727,66;728,28
2021;21;Maranhão;Estadual;Urbana;Capital;41,71;727,66;728,28
2021;21;Maranhão;Estadual;Urbana;Interior;0;;
2021;21;Maranhão;Estadual;Rural;Total;0;697,52;750,05
2021;21;Maranhão;Estadual;Rural;Capital;0;;
2021;21;Maranhão;Estadual;Rural;Interior;0;697,52;750,05
2021;21;Maranhão;Municipal;Total;Total;22,87;697,59;716,82
2021;21;Maranhão;Municipal;Total;Capital;28,77;696,71;715,96
2021;21;Maranhão;Municipal;Total;Interior;22,22;697,68;716,92
2021;21;Maranhão;Municipal;Urbana;Total;20,09;692,62;713,42
2021;21;Maranhão;Municipal;Urbana;Capital;26,99;692,18;703,27
2021;21;Maranhão;Municipal;Urbana;Interior;19,37;692,67;714,48
2021;21;Maranhão;Municipal;Rural;Total;30,72;711,64;726,47
2021;21;Maranhão;Municipal;Rural;Capital;33,24;708,12;747,95
2021;21;Maranhão;Municipal;Rural;Interior;30,42;712,06;723,91
2021;21;Maranhão;Privada;Total;Total;69,34;764,13;754,83
2021;21;Maranhão;Privada;Total;Capital;58,85;749,77;745,59
2021;21;Maranhão;Privada;Total;Interior;77,85;775,79;762,33
2021;21;Maranhão;Privada;Urbana;Total;69,45;764,42;754,07
2021;21;Maranhão;Privada;Urbana;Capital;59,11;749,97;744,36
2021;21;Maranhão;Privada;Urbana;Interior;78,25;776,72;762,33
2021;21;Maranhão;Privada;Rural;Total;67,26;758,86;768,57
2021;21;Maranhão;Privada;Rural;Capital;50;743,11;788,29
2021;21;Maranhão;Privada;Rural;Interior;72,73;763,84;762,32
2021;21;Maranhão;Total - Estadual e Municipal;Total;Total;22,81;697,63;716,96
2021;21;Maranhão;Total - Estadual e Municipal;Total;Capital;28,97;697,2;716,15
2021;21;Maranhão;Total - Estadual e Municipal;Total;Interior;22,14;697,68;717,05
2021;21;Maranhão;Total - Estadual e Municipal;Urbana;Total;20,14;692,7;713,45
2021;21;Maranhão;Total - Estadual e Municipal;Urbana;Capital;27,31;692,96;703,82
2021;21;Maranhão;Total - Estadual e Municipal;Urbana;Interior;19,37;692,67;714,48
2021;21;Maranhão;Total - Estadual e Municipal;Rural;Total;30,31;711,45;726,79
2021;21;Maranhão;Total - Estadual e Municipal;Rural;Capital;33,24;708,12;747,95
2021;21;Maranhão;Total - Estadual e Municipal;Rural;Interior;29,96;711,84;724,3
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Total;Total;22,82;697,64;716,97
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Total;Capital;28,97;697,2;716,15
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Total;Interior;22,14;697,69;717,05
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Urbana;Total;20,14;692,7;713,45
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Urbana;Capital;27,31;692,96;703,82
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Urbana;Interior;19,37;692,67;714,48
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Rural;Total;30,31;711,47;726,8
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Rural;Capital;33,24;708,12;747,95
2021;21;Maranhão;Total - Federal, Estadual e Municipal;Rural;Interior;29,97;711,87;724,32
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Total;Total;29,73;706,84;722,72
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Total;Capital;33,29;716,25;721,17
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Total;Interior;28,97;704,83;723,06
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;30,51;708,31;722,41
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;33,71;717,3;721,82
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;29,79;706,28;722,54
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Rural;Total;20,22;689,04;726,51
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;21,37;686,43;702,73
2021;51;Mato Grosso;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;20,12;689,27;728,56
2021;51;Mato Grosso;Federal;Total;Total;0;;
2021;51;Mato Grosso;Federal;Total;Capital;0;;
2021;51;Mato Grosso;Federal;Total;Interior;0;;
2021;51;Mato Grosso;Federal;Urbana;Total;0;;
2021;51;Mato Grosso;Federal;Urbana;Capital;0;;
2021;51;Mato Grosso;Federal;Urbana;Interior;0;;
2021;51;Mato Grosso;Federal;Rural;Total;0;;
2021;51;Mato Grosso;Federal;Rural;Interior;0;;
2021;51;Mato Grosso;Estadual;Total;Total;32,32;715,58;727,58
2021;51;Mato Grosso;Estadual;Total;Capital;36,16;719,24;734,31
2021;51;Mato Grosso;Estadual;Total;Interior;32,07;715,35;727,15
2021;51;Mato Grosso;Estadual;Urbana;Total;30,59;713,71;723,69
2021;51;Mato Grosso;Estadual;Urbana;Capital;36,16;719,24;734,31
2021;51;Mato Grosso;Estadual;Urbana;Interior;30,2;713,32;722,94
2021;51;Mato Grosso;Estadual;Rural;Total;50;734,78;767,42
2021;51;Mato Grosso;Estadual;Rural;Interior;50;734,78;767,42
2021;51;Mato Grosso;Municipal;Total;Total;19,44;692,25;713,14
2021;51;Mato Grosso;Municipal;Total;Capital;17,76;701,27;714,06
2021;51;Mato Grosso;Municipal;Total;Interior;19,81;690,27;712,94
2021;51;Mato Grosso;Municipal;Urbana;Total;20,2;693,83;713,03
2021;51;Mato Grosso;Municipal;Urbana;Capital;17,58;702,03;714,65
2021;51;Mato Grosso;Municipal;Urbana;Interior;20,8;691,94;712,66
2021;51;Mato Grosso;Municipal;Rural;Total;11,34;675,41;714,32
2021;51;Mato Grosso;Municipal;Rural;Capital;21,37;686,43;702,73
2021;51;Mato Grosso;Municipal;Rural;Interior;10,19;674,14;715,65
2021;51;Mato Grosso;Privada;Total;Total;86,7;778,99;771,6
2021;51;Mato Grosso;Privada;Total;Capital;79,32;760,58;738,8
2021;51;Mato Grosso;Privada;Total;Interior;90,77;789,14;789,7
2021;51;Mato Grosso;Privada;Urbana;Total;86,7;778,99;771,6
2021;51;Mato Grosso;Privada;Urbana;Capital;79,32;760,58;738,8
2021;51;Mato Grosso;Privada;Urbana;Interior;90,77;789,14;789,7
2021;51;Mato Grosso;Privada;Rural;Total;0;;
2021;51;Mato Grosso;Privada;Rural;Interior;0;;
2021;51;Mato Grosso;Total - Estadual e Municipal;Total;Total;22,31;697,45;716,36
2021;51;Mato Grosso;Total - Estadual e Municipal;Total;Capital;19,38;702,85;715,84
2021;51;Mato Grosso;Total - Estadual e Municipal;Total;Interior;22,84;696,47;716,45
2021;51;Mato Grosso;Total - Estadual e Municipal;Urbana;Total;22,51;698,24;715,4
2021;51;Mato Grosso;Total - Estadual e Municipal;Urbana;Capital;19,28;703,61;716,45
2021;51;Mato Grosso;Total - Estadual e Municipal;Urbana;Interior;23,12;697,22;715,2
2021;51;Mato Grosso;Total - Estadual e Municipal;Rural;Total;20,22;689,04;726,51
2021;51;Mato Grosso;Total - Estadual e Municipal;Rural;Capital;21,37;686,43;702,73
2021;51;Mato Grosso;Total - Estadual e Municipal;Rural;Interior;20,12;689,27;728,56
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Total;Total;22,31;697,45;716,36
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Total;Capital;19,38;702,85;715,84
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Total;Interior;22,84;696,47;716,45
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Urbana;Total;22,51;698,24;715,4
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Urbana;Capital;19,28;703,61;716,45
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Urbana;Interior;23,12;697,22;715,2
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Rural;Total;20,22;689,04;726,51
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Rural;Capital;21,37;686,43;702,73
2021;51;Mato Grosso;Total - Federal, Estadual e Municipal;Rural;Interior;20,12;689,27;728,56
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Total;Total;36,77;722,31;742,73
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Total;Capital;42,43;729,02;748,6
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Total;Interior;34,45;719,56;740,33
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;36,61;723,19;743,09
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;42,86;729,54;749,05
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;33,76;720,3;740,37
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Total;38,53;712,4;738,76
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;5,88;685,72;710,63
2021;50;Mato Grosso do Sul;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;39,97;713,57;739,99
2021;50;Mato Grosso do Sul;Federal;Total;Total;0;;
2021;50;Mato Grosso do Sul;Federal;Total;Capital;0;;
2021;50;Mato Grosso do Sul;Federal;Total;Interior;0;;
2021;50;Mato Grosso do Sul;Federal;Urbana;Total;0;;
2021;50;Mato Grosso do Sul;Federal;Urbana;Capital;0;;
2021;50;Mato Grosso do Sul;Federal;Urbana;Interior;0;;
2021;50;Mato Grosso do Sul;Federal;Rural;Total;0;;
2021;50;Mato Grosso do Sul;Federal;Rural;Interior;0;;
2021;50;Mato Grosso do Sul;Estadual;Total;Total;10,86;678,98;727,03
2021;50;Mato Grosso do Sul;Estadual;Total;Capital;6,82;674,11;710,93
2021;50;Mato Grosso do Sul;Estadual;Total;Interior;11,45;679,69;729,37
2021;50;Mato Grosso do Sul;Estadual;Urbana;Total;10,36;677,9;748,1
2021;50;Mato Grosso do Sul;Estadual;Urbana;Capital;6,82;674,11;710,93
2021;50;Mato Grosso do Sul;Estadual;Urbana;Interior;12;679,65;765,26
2021;50;Mato Grosso do Sul;Estadual;Rural;Total;11,2;679,71;712,89
2021;50;Mato Grosso do Sul;Estadual;Rural;Capital;0;;
2021;50;Mato Grosso do Sul;Estadual;Rural;Interior;11,2;679,71;712,89
2021;50;Mato Grosso do Sul;Municipal;Total;Total;30,92;715,48;738,3
2021;50;Mato Grosso do Sul;Municipal;Total;Capital;30,67;713,85;737,42
2021;50;Mato Grosso do Sul;Municipal;Total;Interior;31,01;716,08;738,62
2021;50;Mato Grosso do Sul;Municipal;Urbana;Total;29,93;715,43;737,99
2021;50;Mato Grosso do Sul;Municipal;Urbana;Capital;31,04;714,28;737,83
2021;50;Mato Grosso do Sul;Municipal;Urbana;Interior;29,48;715,89;738,05
2021;50;Mato Grosso do Sul;Municipal;Rural;Total;41,69;716,12;741,72
2021;50;Mato Grosso do Sul;Municipal;Rural;Capital;5,88;685,72;710,63
2021;50;Mato Grosso do Sul;Municipal;Rural;Interior;43,49;717,65;743,28
2021;50;Mato Grosso do Sul;Privada;Total;Total;79,28;773,47;774,47
2021;50;Mato Grosso do Sul;Privada;Total;Capital;89,64;790,21;793,58
2021;50;Mato Grosso do Sul;Privada;Total;Interior;70,4;759,12;758,1
2021;50;Mato Grosso do Sul;Privada;Urbana;Total;79,39;773,66;774,54
2021;50;Mato Grosso do Sul;Privada;Urbana;Capital;89,64;790,21;793,58
2021;50;Mato Grosso do Sul;Privada;Urbana;Interior;70,49;759,3;758,02
2021;50;Mato Grosso do Sul;Privada;Rural;Total;63,16;745,83;764,16
2021;50;Mato Grosso do Sul;Privada;Rural;Interior;63,16;745,83;764,16
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Total;Total;30,57;714,85;738,1
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Total;Capital;30,47;713,52;737,2
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Total;Interior;30,61;715,33;738,43
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Urbana;Total;29,78;715,13;738,07
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Urbana;Capital;30,84;713,94;737,6
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Urbana;Interior;29,35;715,62;738,25
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Rural;Total;38,26;712,03;738,48
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Rural;Capital;5,88;685,72;710,63
2021;50;Mato Grosso do Sul;Total - Estadual e Municipal;Rural;Interior;39,7;713,19;739,72
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Total;Total;30,57;714,85;738,1
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Total;Capital;30,47;713,52;737,2
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Total;Interior;30,61;715,33;738,43
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Urbana;Total;29,78;715,13;738,07
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Urbana;Capital;30,84;713,94;737,6
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Urbana;Interior;29,35;715,62;738,25
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Rural;Total;38,26;712,03;738,48
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Rural;Capital;5,88;685,72;710,63
2021;50;Mato Grosso do Sul;Total - Federal, Estadual e Municipal;Rural;Interior;39,7;713,19;739,72
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Total;Total;48,18;726,61;744,82
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Total;Capital;58,97;744,59;749,53
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Total;Interior;46,95;724,56;744,28
2021;31;Minas Gerais;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;49,3;729,43;748,19
